^,,ɤa T,english,TR,english,,,,noun,
^,,"a M.(അനു T to say, see അന) To send; in official style എഴുതി അനുപ്പിന കാൎയ്യം എന്നാൽ TR.",malayalam,TR,,,,,,
-,അ,അനുഭൂതി,malayalam,Gundert (1872) p.51,,,gundert,anubhū,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""51"", ""etymology"": """"}"
^,,δi S,english,,english,,,,noun,
^,,= അനുഭവം f സ്വൎഗ്ഗാനുഭൂതി Heavenly enjoyment വൈഷമ്യം പലത് അനുഭൂതവായി PT,malayalam,,,,,,,
^,,= അനുഭവിച്ചവനായി.,malayalam,,,,,,,
-,അ,അനുഭോഗിക്ക,malayalam,Gundert (1872) p.51,,,gundert,to,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""51"", ""etymology"": """"}"
^,,enjoy (also of coitus.),english,,english,,,,noun,
-,അ,അനുമതി,malayalam,Gundert (1872) p.51,,,gundert,anuma,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""51"", ""etymology"": """"}"
^,,δi S,english,,english,,,,noun,
^,,"Consent, leave, ഭവതിയുടെ മിഴികളിൽ ഒർ അ കൊതിച്ച് Nal",malayalam,,,,,,,
^,,an encouraging glance.,english,,english,,,,noun,
-,അ,അനുയാത്ര,malayalam,Gundert (1872) p.52,,,gundert|sanskrit,anuyātra,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""52"", ""etymology"": ""sanskrit""}"
^,,ചെയ്ക Bhr,malayalam,,,,,,,
^,,Accom-pany for a short way,english,KR,english,,,,noun,
^,,അ പോക V2 സ്ത്രീധനമായി പൊന്നും മുത്തും ഒട്ടേടം അനുയാത്ര ചെന്നയപ്പിച്ചു KR.,malayalam,KR,,,,,,
-,അ,അനുരഞ്ജന,malayalam,Gundert (1872) p.52,,,gundert,fondness,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""52"", ""etymology"": """"}"
^,,", ജനങ്ങൾ അ ആയി KR.",malayalam,KR,,,,,,
-,ന,നന്ദാനുരാഗികൾ,malayalam,Gundert (1872) p.52,,,gundert,Mud,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""52"", ""etymology"": """"}"
^,,the adherents of N.,english,,english,,,,noun,
-,അ,അനുവദിക്ക,malayalam,Gundert (1872) p.52,,,gundert,anuvad,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""52"", ""etymology"": """"}"
^,,"`ikka S To permit, allow grant.",english,"TR, KR, VetC",english,,,,noun,
^,,അതിനായിട്ട് അ’ക്കേണം VetC ആം എന്ന് അ’ച്ചു consented രാമനെ ഇരുന്നുകൊൾവാൻ അ’ക്കേണം KR തമ്പുരാൻ നമ്പ്യാരെ വക അവന് അനുവദിച്ചുതന്നാൽ TR,malayalam,"TR, KR, VetC",,,,,,
-,അ,അനുവൎത്തകൻ,malayalam,Gundert (1872) p.52,,,gundert,anuvarta,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""52"", ""etymology"": """"}"
^,,ɤaǹ S,english,,english,,,,noun,
^,,"Follower, also രാമകോപാനുവൎത്തിയാം ലക്ഷ്മണൻ KR",malayalam,,,,,,,
^,,I shall obey submitted to the missile.,english,"Bhr, KR",english,,,,noun,
^,,അനുവൎത്തനം ചെയ്വൻ Bhr അസ്ത്രം അനുവൎത്തിച്ചു KR,malayalam,"Bhr, KR",,,,,,
-,അ,അനുശാസിക്ക,malayalam,Gundert (1872) p.52,,,gundert,anu,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""52"", ""etymology"": """"}"
^,,"šāsikka S To advise, reprove gently.",english,,english,,,,noun,
-,അ,അനുസരിക്ക,malayalam,Gundert (1872) p.52,,,gundert,to,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""52"", ""etymology"": """"}"
^,,"obey, acquiesce, imitate",english,"Mud, TR",english,,,,noun,
^,,"നിങ്ങൾ കുമ്പഞ്ഞിയിൽ അ’ച്ചു TR കല്പനപോലെ അ’ച്ചു നില്ക്ക be subject അവനെ അ’ച്ചു വെക്കേണം Mud employ him according to his prayer, വിധിക്കുന്ന വിധിപ്രകാരം",malayalam,"Mud, TR",,,,,,
-,അ,അനൂരു,malayalam,Gundert (1872) p.53,,,gundert|sanskrit,anūru,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""53"", ""etymology"": ""sanskrit""}"
-,അ,അനേ,malayalam,Gundert (1872) p.53,,,gundert,anē,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""53"", ""etymology"": """"}"
^,,see അന.,malayalam,,,,,,,
-,അ,അന്തകൻ,malayalam,Gundert (1872) p.53,,,gundert,an,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""53"", ""etymology"": """"}"
^,,"δaɤaǹ S Destroyer, Yama",english,,english,,,,noun,
^,,"അന്തകാലയം Hades അ’ത്തിന്നയക്ക kill, po.",malayalam,,,,,,,
-,അ,അന്തണൻ,malayalam,Gundert (1872) p.53,,,gundert,an,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""53"", ""etymology"": """"}"
^,,"δaṇaǹ T (beautiful, cool?) A Brȧhman",english,,english,,,,noun,
^,,അന്തണോത്തമ SG അന്തണന്മാരിൽ വിശ്വാസം Si P 3.,malayalam,,,,,,,
-,അ,അന്തരാ,malayalam,Gundert (1872) p.53,,,gundert,an,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""53"", ""etymology"": """"}"
^,,δarā (Instr,english,Bhr,english,,,,noun,
^,,of അന്തർ‍) Inside അന്തരാവന്നു ഭവാൻ meanwhile പൊയ്ക തന്നിൽ അന്തരാ ചെന്നു Bhr മരുന്നു മൂക്കിന്നന്തരാ പിഴിഞ്ഞാൻ RC,malayalam,Bhr,,,,,,
^,,in the nose,english,Mud,english,,,,noun,
^,,അന്തരാ നിരൂപിച്ചു Mud = ഉളളിൽ.,malayalam,Mud,,,,,,
-,അ,അന്തരാത്മാ,malayalam,Gundert (1872) p.53,,,gundert,an,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""53"", ""etymology"": """"}"
^,,δarāltmā S Heart,english,,english,,,,noun,
^,,അ’വിന്ന് ഒരു ഖിന്നത വിശേഷിച്ചും ഉണ്ടു SiP,malayalam,,,,,,,
^,,you have a deep grief.,english,,english,,,,noun,
-,അ,അന്തരിക്ക,malayalam,Gundert (1872) p.54,,,gundert,an,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""54"", ""etymology"": """"}"
^,,δarikka,english,,english,,,,noun,
^,,"(intereo) To die f Brahmans, to disappear, fail",english,,english,,,,noun,
^,,— അന്തരിതം dead.,malayalam,,,,,,,
^,,to differ the difference between that sum & this.,english,,english,,,,noun,
^,,നടേത്തേ പെരുക്കവും ഇതും തങ്ങളിൽ അന്തരിച്ച ശേഷം CS,malayalam,,,,,,,
-,അ,അന്തൎമ്മുദാ,malayalam,Gundert (1872) p.54,,,gundert,an,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""54"", ""etymology"": """"}"
^,,δarmudā S With inmost joy AR4.,english,,english,,,,noun,
-,അ,അന്തൎയ്യാമി,malayalam,Gundert (1872) p.54,,,gundert,an,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""54"", ""etymology"": """"}"
^,,"δaryāmi S Inner guide, soul AR2.",english,,english,,,,noun,
-,അ,അന്തൎറ്വാഹകൻ,malayalam,Gundert (1872) p.54,,,gundert,an,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""54"", ""etymology"": """"}"
^,,δarvāhaɤaǹ S God AR 2.,english,,english,,,,noun,
^,,(= അന്തൎയ്യാമി) ജഗദി അ,malayalam,,,,,,,
-,അ,അന്താവസായി,malayalam,Gundert (1872) p.54,,,gundert,an,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""54"", ""etymology"": """"}"
^,,δāvasāyi S,english,,english,,,,noun,
^,,(അന്തം) Barber po.,malayalam,,,,,,,
-,അ,അന്തി,malayalam,Gundert (1872) p.54,,,gundert,an,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""54"", ""etymology"": """"}"
^,,δi Tdbh do not continue the work beyond eve.,english,"Mud, TP",english,,,,noun,
^,,"സന്ധ്യ, Evening, often called മൂവന്തി; both joined അന്തിയും മോന്തിയും ആകുമ്പോൾ പുരയിൽ അടങ്ങെണം vu നേരം ഒട്ടന്തിമോന്തിയാവോളം TP — പോയനാൾ അന്തിക്കു Mud അന്തിയോളം till eve, continually അന്തിയായി it is late അന്നു തീരാത്ത പണികൊണ്ട് അന്തിയാക്കരുതു prov",malayalam,"Mud, TP",,,,,,
-,അ,അന്തിമഹാകാളൻ,malayalam,Gundert (1872) p.54,,,gundert,KU,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""54"", ""etymology"": """"}"
^,,a Paradēvata.,english,,english,,,,noun,
-,അ,അന്തിയാവളളിയൻ,malayalam,Gundert (1872) p.54,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""54"", ""etymology"": """"}"
^,,med med.),english,,english,,,,noun,
^,,plant (അ’ന്റെ വേർ a,malayalam,,,,,,,
-,അ,അന്തിയുറക്കു,malayalam,Gundert (1872) p.54,,,gundert,night,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""54"", ""etymology"": """"}"
^,,’s rest,english,TP,english,,,,noun,
^,,ഇന്നേത്തേ രാത്രിയിൽ അ’ക്കിന്നു വരട്ടേ TP.,malayalam,TP,,,,,,
-,അ,അന്തൊനേശ്വരൻ,malayalam,Gundert (1872) p.55,,,gundert,an,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""55"", ""etymology"": """"}"
^,,δonēšvaraǹ Nasr Eternal Lord.,english,,english,,,,noun,
-,അ,അന്ത്യജൻ,malayalam,Gundert (1872) p.55,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""55"", ""etymology"": """"}"
^,,low caste.,english,,english,,,,noun,
-,അ,അന്ധതമസ്സ്,malayalam,Gundert (1872) p.55,,,gundert,S,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""55"", ""etymology"": """"}"
^,,great darkness (po.),english,,english,,,,noun,
-,അ,അന്ധസ്സ്,malayalam,Gundert (1872) p.55,,,gundert|sanskrit,andhassu̥,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""55"", ""etymology"": ""sanskrit""}"
-,അ,അന്നപൂൎണ്ണേശ്വരി,malayalam,Gundert (1872) p.55,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""55"", ""etymology"": """"}"
^,,Bhagavati.,english,,english,,,,noun,
-,അ,അന്നഭേദി,malayalam,Gundert (1872) p.55,,,gundert,green,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""55"", ""etymology"": """"}"
^,,vitriol.,english,,english,,,,noun,
-,അ,അന്നക്കൊടി,malayalam,Gundert (1872) p.55,,,gundert,the,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""55"", ""etymology"": """"}"
^,,swan standard B.,english,,english,,,,noun,
-,അ,അന്നൽ,malayalam,Gundert (1872) p.55,,,gundert,annal,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""55"", ""etymology"": """"}"
-,അ,അന്നു,malayalam,Gundert (1872) p.55,,,gundert|malayalam,annu̥,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""55"", ""etymology"": ""malayalam""}"
^,,ever since I saw,english,,english,,,,noun,
^,,അന്നു പെറുമൎത്ഥം,malayalam,,,,,,,
^,,the price it will then fetch (doc.),english,,english,,,,noun,
^,,a certain tenure.,english,,english,,,,noun,
-,അ,അന്നന്നു,malayalam,Gundert (1872) p.55,,,gundert,day,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""55"", ""etymology"": """"}"
^,,by day from time to time,english,"TR, CG",english,,,,noun,
^,,അന്നന്നു പണിചെയ്തു by daily work വേണ്ടുന്ന കാൎയ്യത്തിന്ന് അ എഴുതി വരികയും വേണം TR അന്നത്തേതു the production of that day അന്നേടേ ഉണ്ടു തല്ലെനിക്കു CG (ഇട) I shall at once be flogged.,malayalam,"TR, CG",,,,,,
-,അ,അന്യജാതിക്കാരൻ,malayalam,Gundert (1872) p.56,,,gundert,of,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""56"", ""etymology"": """"}"
^,,another caste.,english,,english,,,,noun,
-,അ,അന്യത്ര,malayalam,Gundert (1872) p.56,,,gundert,elsewhere,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""56"", ""etymology"": """"}"
-,അ,അന്യഥാ,malayalam,Gundert (1872) p.56,,,gundert,otherwise,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""56"", ""etymology"": """"}"
^,,cannot be altered or avoided.,english,KumK,english,,,,noun,
^,,"അന്യഥാത്വം, അന്യഥാകരണം change of mind, acting contrary to അന്യഥാത്വം വചസ്സിന്നു വരാ KumK = മാറ്റം അന്യഥാത്വം പറക to refuse അന്യഥാ ഭവിക്കയില്ല is irrevocable (a curse) ചില്പതിതൻ കല്പന അന്യഥാവാക്കിക്കൂടാ KR5",malayalam,KumK,,,,,,
-,അ,അന്യദാ,malayalam,Gundert (1872) p.56,,,gundert,at,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""56"", ""etymology"": """"}"
^,,"another time, sometimes.",english,,english,,,,noun,
-,അ,അന്യപ്പെടുത്തുക,malayalam,Gundert (1872) p.56,,,gundert,distinguish,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""56"", ""etymology"": """"}"
^,,ആത്മാവിന്നു ജഡത്തെ അന്യപ്പെടുത്തുവതു (Tatw.),malayalam,Tatw,,,,,,
-,അ,അന്യരാജ്യക്കാർ,malayalam,Gundert (1872) p.56,,,gundert,MR,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""56"", ""etymology"": """"}"
^,,foreigners.,english,,english,,,,noun,
-,അ,അന്യവശമാക്ക,malayalam,Gundert (1872) p.56,,,gundert,to,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""56"", ""etymology"": """"}"
^,,transfer.,english,,english,,,,noun,
-,അ,അന്യേ,malayalam,Gundert (1872) p.56,,,gundert,anyē,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""56"", ""etymology"": """"}"
^,,Without അനേകം അന്യേ alone.,malayalam,,,,,,,
^,,except മത്സ്യം അന്യേ മറ്റൊരുവക ഇല്ല PT.,malayalam,PT,,,,,,
^,,"= അന്യ other, besides അറിഞ്ഞതിൽ അന്യേ ഒരു കുറ്റം തെളിഞ്ഞു കണ്ടാൽ, അന്യേ ഒരു വക കുറ്റം TR.",malayalam,TR,,,,,,
-,അ,അന്യോന്യക്കേടു,malayalam,Gundert (1872) p.56,,,gundert|verapoli1,enmity,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""56"", ""etymology"": ""verapoli1""}"
-,അ,അന്വീക്ഷ,malayalam,Gundert (1872) p.57,,,gundert,anvīk,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""57"", ""etymology"": """"}"
^,,ša S,english,,english,,,,noun,
^,,"(ഈക്ഷ) Philosophy, also അന്വിഷ്ടി V1.",malayalam,,,,,,,
-,അ,അപ,malayalam,Gundert (1872) p.57,,,gundert|sanskrit,aba,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""57"", ""etymology"": ""sanskrit""}"
-,അ,അപകാരി,malayalam,Gundert (1872) p.57,,,gundert,injurious,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""57"", ""etymology"": """"}"
^,,— den V,english,,english,,,,noun,
^,,— രിക്ക (V1.),malayalam,,,,,,,
-,അ,അപചിക്കുരു,malayalam,Gundert (1872) p.57,,,gundert,aba,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""57"", ""etymology"": """"}"
^,,ǰikkuru S & M,english,,english,,,,noun,
^,,(പച്) Scrophulous swelling (= പഴുക്കാത്തതു).,malayalam,,,,,,,
-,അ,അപടു,malayalam,Gundert (1872) p.57,,,gundert|sanskrit,abaḍu,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""57"", ""etymology"": ""sanskrit""}"
-,അ,അപപ്രഥ,malayalam,Gundert (1872) p.57,,,gundert|sanskrit,abapratha,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""57"", ""etymology"": ""sanskrit""}"
^,,Dishonor KR.,english,KR,english,,,,noun,
-,അ,അപമൃത്യു,malayalam,Gundert (1872) p.57,,,gundert|sanskrit,abamr̥tyu,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""57"", ""etymology"": ""sanskrit""}"
^,,Violent or suddendeath.,english,,english,,,,noun,
-,അ,അപരിഛിന്നൻ,malayalam,Gundert (1872) p.58,,,gundert,abari,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""58"", ""etymology"": """"}"
^,,čhinnaǹ Bhg 9.,english,,english,,,,noun,
-,അ,അപരിഛേദ്യൻ,malayalam,Gundert (1872) p.58,,,gundert,S,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""58"", ""etymology"": """"}"
^,,"Undefinable, incom-prehensible.",english,,english,,,,noun,
-,അ,അപരിമിതാനന്ദവാരിധി,malayalam,Gundert (1872) p.58,,,gundert,Sid,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""58"", ""etymology"": """"}"
^,,[scarce.,english,,english,,,,noun,
-,അ,അപഹരിക്ക,malayalam,Gundert (1872) p.58,,,gundert|sanskrit,abaharikka,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""58"", ""etymology"": ""sanskrit""}"
^,,acquire by fraud Bhr steal the heart.,english,"Bhr, MR",english,,,,noun,
^,,"To rob, extort, purloin, വഹകൾ, നിലം ഉപായരൂപേണ അ മനസ്സിനെ അ.",malayalam,"Bhr, MR",,,,,,
-,അ,അപാനൻ,malayalam,Gundert (1872) p.58,,,gundert,abāna,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""58"", ""etymology"": """"}"
^,,"ǹ S [Ocean, po.",english,,english,,,,noun,
^,,"(അപ + അൻ) Anus, wind from behind",malayalam,,,,,,,
-,അ,അപാമ്പതി,malayalam,Gundert (1872) p.58,,,gundert,abāmba,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""58"", ""etymology"": """"}"
^,,δi S,english,,english,,,,noun,
^,,(അപ് water),malayalam,,,,,,,
-,അ,അപി,malayalam,Gundert (1872) p.58,,,gundert|sanskrit,abi,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""58"", ""etymology"": ""sanskrit""}"
^,,"Epi = അഭി, in comp.",malayalam,,,,,,,
^,,"more-over, also, and അപിച, അപിതു po.",malayalam,,,,,,,
-,അ,അപേക്ഷ,malayalam,Gundert (1872) p.58,,,gundert,abēk,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""58"", ""etymology"": """"}"
^,,ša S,english,,english,,,,noun,
^,,(അപ + ഈക്ഷ),malayalam,,,,,,,
^,,"Look-ing for, expectation.",english,,english,,,,noun,
^,,"desire, request I beg the H entreated you by letter.",english,TR,english,,,,noun,
^,,തരുവാൻ കുമ്പഞ്ഞിയിൽ നാം അ ചെയ്യുന്നു TR also അപേക്ഷം f നിങ്ങൾക്ക് അപേക്ഷത്തോടെ എഴുതി TR,malayalam,TR,,,,,,
-,അ,അപ്പ,malayalam,Gundert (1872) p.59,,,gundert,appaT,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""59"", ""etymology"": """"}"
^,,"A common weed, Ageratum (So",english,,english,,,,noun,
^,,കുമ്പഞ്ഞിപ്പച്ച) GP,malayalam,,,,,,,
^,,കാട്ടപ്പ GP,malayalam,,,,,,,
^,,Ceanothus cærulea Rh,english,Rh,english,,,,noun,
^,,കടലപ്പ etc.,malayalam,Rh,,,,,,
-,അ,അപ്പക്കാരൻ,malayalam,Gundert (1872) p.59,,,gundert,baker,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""59"", ""etymology"": """"}"
^,,— അപ്പക്കൂടു oven.,malayalam,,,,,,,
-,അ,അപ്പടി,malayalam,Gundert (1872) p.59,,,gundert|tamil,appaḍi,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""59"", ""etymology"": ""tamil""}"
-,അ,അപ്പൻ,malayalam,Gundert (1872) p.59,,,gundert,appa,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""59"", ""etymology"": """"}"
^,,ǹ T (Tu mother),english,,english,,,,noun,
^,,"Father; also among Namburis, father’s brother നമ്മുടെ ചെറിയപ്പൻ (& ചിറ്റപ്പൻ) TR പെണ്ണപ്പൻ & (loc.) അപ്പഛ്ശൻ father-in-law, അപ്പഛ്ശി mother V1 അപ്പായി father’s mother V1 അപ്പുപ്പൻ (loc.) grandfather.",malayalam,TR,,,,,,
-,അ,അപ്പാടേ,malayalam,Gundert (1872) p.59,,,gundert,appāḍē,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""59"", ""etymology"": """"}"
-,അ,അപ്പി,malayalam,Gundert (1872) p.59,,,gundert,appi,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""59"", ""etymology"": """"}"
^,,Plaster = തകഴി.,malayalam,,,,,,,
^,,"dirt, children’s talk V1.",english,,english,,,,noun,
^,,urethra B.,english,,english,,,,noun,
-,അ,അപ്പു,malayalam,Gundert (1872) p.59,,,gundert,appu,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""59"", ""etymology"": """"}"
^,,"= അൎപ, അപ്പ്.",malayalam,,,,,,,
^,,= അപ്പി,malayalam,,,,,,,
^,,(of a breast-wound).,english,,english,,,,noun,
^,,അപ്പു ഇളകിയിരിക്കയും MM,malayalam,,,,,,,
^,,affectionate appellation of boys f,english,,english,,,,noun,
^,,എന്റെ അപ്പുകുട്ടി & thus 4 Npr.,malayalam,,,,,,,
-,അ,അപ്രതിരഥൻ,malayalam,Gundert (1872) p.59,,,gundert,apra,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""59"", ""etymology"": """"}"
^,,δirathaǹ S Without an opponent Bhr,english,Bhr,english,,,,noun,
^,,[— ആക disappear.,malayalam,Bhr,,,,,,
-,അ,അപ്രാണി,malayalam,Gundert (1872) p.59,,,gundert|sanskrit,aprāṇi,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""59"", ""etymology"": ""sanskrit""}"
^,,"Sickly, miserable (vu.)",english,,english,,,,noun,
-,അ,അപ്സരസ്സുകൾ,malayalam,Gundert (1872) p.59,,,gundert,apsarassu,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""59"", ""etymology"": """"}"
^,,ɤaḷ S Gandharwa women Bhg,english,"Bhg, Bhr",english,,,,noun,
^,,and അപ്സരസ്ത്രീകൾ Bhr.,malayalam,"Bhg, Bhr",,,,,,
-,അ,അഫീൽ,malayalam,Gundert (1872) p.60,,,gundert,E,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""60"", ""etymology"": """"}"
^,,"Appeal അ ബോധിപ്പിക്ക, അംഗീകരിക്ക MR.",malayalam,MR,,,,,,
-,അ,അബർ,malayalam,Gundert (1872) p.60,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""60"", ""etymology"": """"}"
^,,"ḃar A Character, respectability",english,,english,,,,noun,
^,,അ ഇല്ലാത്തവൻ (Mpl.),malayalam,,,,,,,
-,അ,അബലൻ,malayalam,Gundert (1872) p.60,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""60"", ""etymology"": """"}"
^,,"ḃalaǹ S Weak, silly",english,,english,,,,noun,
^,,"അബല woman, po.",malayalam,,,,,,,
-,അ,അബാലൻ,malayalam,Gundert (1872) p.60,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""60"", ""etymology"": """"}"
^,,ḃālaǹ S No more a child,english,KR,english,,,,noun,
^,,അറിവു കൊണ്ടവൻ അ.’നായതു KR.,malayalam,KR,,,,,,
-,അ,അബ്ജൻ,malayalam,Gundert (1872) p.60,,,gundert,moon,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""60"", ""etymology"": """"}"
-,അ,അബ്ധി,malayalam,Gundert (1872) p.60,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""60"", ""etymology"": """"}"
^,,"ḃdhi S Water-holding, sea.",english,,english,,,,noun,
-,അ,അഭി,malayalam,Gundert (1872) p.60,,,gundert|sanskrit,abhi,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""60"", ""etymology"": ""sanskrit""}"
-,അ,അഭിഗമിക്ക,malayalam,Gundert (1872) p.60,,,gundert,abhi,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""60"", ""etymology"": """"}"
^,,"ġamikka S To approach, go to (po.)",english,,english,,,,noun,
-,അ,അഭിജിത്ത്,malayalam,Gundert (1872) p.60,,,gundert,abhi,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""60"", ""etymology"": """"}"
^,,"ǰittu̥ S Victorious; a sacri-fice, noon, zenith",english,KR,english,,,,noun,
^,,അഭിജിത്തും വിശ്വജിത്തെന്നും യാമം KR.,malayalam,KR,,,,,,
-,അ,അഭിജ്ഞൻ,malayalam,Gundert (1872) p.60,,,gundert,abhi,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""60"", ""etymology"": """"}"
^,,"ǰńaǹ S Experienced, clever",english,,english,,,,noun,
^,,രാജസേവാഭിജ്ഞത്വം PT1.,malayalam,,,,,,,
-,അ,അഭിനന്ദിക്ക,malayalam,Gundert (1872) p.60,,,gundert,abhinand,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""60"", ""etymology"": """"}"
^,,`ikka S = simpl KR.,english,KR,english,,,,noun,
-,അ,അഭിപൂജ,malayalam,Gundert (1872) p.60,,,gundert,abhibū,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""60"", ""etymology"": """"}"
^,,ǰa S Reverence,english,,english,,,,noun,
^,,ദേവകളാൽ അഭിപൂജിതൻ UR = simpl.,malayalam,,,,,,,
-,അ,അഭിയുക്തൻ,malayalam,Gundert (1872) p.61,,,gundert,abhiyukta,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""61"", ""etymology"": """"}"
^,,"(beset, involved) Assaulting ഒടുക്കുവാൻ അഭ്യുക്തൻ (sic.) AR",malayalam,,,,,,,
^,,"അഭിയോഗം onset — den V അഭിയോഗിക്ക to attack, press hard the enemy (= ഇറുക്കുക, മുറുക്കുക) V1.",malayalam,,,,,,,
-,അ,അഭിരുചി,malayalam,Gundert (1872) p.61,,,gundert,abhiru,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""61"", ""etymology"": """"}"
^,,ǰi S,english,,english,,,,noun,
^,,Relish for ഒരുത്തന് അ ഒന്നിങ്കൽ ചെല്ലും AR6.,malayalam,,,,,,,
-,അ,അഭിലാഷിക്ക,malayalam,Gundert (1872) p.61,,,gundert,to,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""61"", ""etymology"": """"}"
^,,long,english,KR,english,,,,noun,
^,,കാണ്മാൻ അ.’ക്കുന്നു KR.,malayalam,KR,,,,,,
-,അ,അഭിവൎഷിക്ക,malayalam,Gundert (1872) p.61,,,gundert,abhivar,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""61"", ""etymology"": """"}"
^,,šikka S To rain upon,english,KR,english,,,,noun,
^,,"അ’ച്ചീടും മുദശ്രുക്കൾ, അതിൽ കാളമേഘം അ’ക്കയില്ല KR.",malayalam,KR,,,,,,
-,അ,അഭിവൃദ്ധി,malayalam,Gundert (1872) p.61,,,gundert,abhivr̥d,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""61"", ""etymology"": """"}"
^,,"`dhi S Progress, thriv-ing all my prospects rest on your favor [curse.",english,"Arb, TR",english,,,,noun,
